Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size
2025-04-12,INTSHIP,Issue for Material Requisition,28457,Material Requisition,-33,1878,0.32,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28461,Material Requisition,-33,1845,0.31,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28480,Material Requisition,-33,1812,0.3,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28509,Material Requisition,-36,1776,0.3,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28490,Material Requisition,-48,1728,0.29,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28463,Material Requisition,-48,1680,0.28,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28467,Material Requisition,-24,1656,0.28,4000,8000
2025-04-14,INTSHIP,Issue for Material Requisition,28508,Material Requisition,-48,1608,0.27,4000,8000
2025-04-15,INTSHIP,Issue for Material Requisition,28515,Material Requisition,-36,1572,0.26,4000,8000
2025-04-15,INTSHIP,Issue for Material Requisition,28532,Material Requisition,-48,1524,0.26,4000,8000
2025-04-17,INTSHIP,Issue for Material Requisition,28556,Material Requisition,-72,1452,0.24,4000,8000
2025-04-17,INTSHIP,Issue for Material Requisition,28544,Material Requisition,-36,1416,0.24,4000,8000
2025-04-17,INTSHIP,Issue for Material Requisition,28577,Material Requisition,-36,1380,0.23,4000,8000
2025-04-18,INTSHIP,Issue for Material Requisition,28597,Material Requisition,-72,1308,0.22,4000,8000
2025-04-18,INTSHIP,Issue for Material Requisition,28609,Material Requisition,-48,1260,0.21,4000,8000
2025-04-19,INTSHIP,Issue for Material Requisition,28288,Material Requisition,-47,1213,0.2,4000,8000
2025-04-19,INTSHIP,Issue for Material Requisition,28616,Material Requisition,-36,1177,0.2,4000,8000
2025-04-19,INTSHIP,Issue for Material Requisition,28603,Material Requisition,-36,1141,0.19,4000,8000
2025-04-19,INTSHIP,Issue for Material Requisition,28619,Material Requisition,-72,1069,0.18,4000,8000
2025-04-21,INTSHIP,Issue for Material Requisition,28618,Material Requisition,-36,1033,0.17,4000,8000
2025-04-21,INTSHIP,Issue for Material Requisition,28645,Material Requisition,-36,997,0.17,4000,8000
2025-04-23,INTSHIP,Issue for Material Requisition,28665,Material Requisition,-72,925,0.16,4000,8000
2025-04-23,INTSHIP,Issue for Material Requisition,28673,Material Requisition,-36,889,0.15,4000,8000
2025-04-23,INTSHIP,Issue for Material Requisition,28698,Material Requisition,-48,841,0.14,4000,8000
2025-04-23,INTSHIP,Issue for Material Requisition,28642,Material Requisition,-72,769,0.13,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28702,Material Requisition,-36,733,0.12,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28723,Material Requisition,-48,685,0.12,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28730,Material Requisition,-36,649,0.11,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28759,Material Requisition,-72,577,0.1,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28760,Material Requisition,-36,541,0.09,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28781,Material Requisition,-72,469,0.08,4000,8000
2025-04-26,INTSHIP,Issue for Material Requisition,28801,Material Requisition,-36,433,0.07,4000,8000
2025-04-27,INTSHIP,Issue for Material Requisition,28823,Material Requisition,-24,409,0.07,4000,8000
2025-04-27,INTSHIP,Issue for Material Requisition,28804,Material Requisition,-24,385,0.06,4000,8000
2025-04-27,INTSHIP,Issue for Material Requisition,28803,Material Requisition,-72,313,0.05,4000,8000
2025-04-27,INTSHIP,Issue for Material Requisition,28878,Material Requisition,-33,280,0.05,4000,8000
2025-04-28,INTSHIP,Issue for Material Requisition,28861,Material Requisition,-72,208,0.03,4000,8000
2025-04-29,INTSHIP,Issue for Material Requisition,28897,Material Requisition,-60,148,0.02,4000,8000
2025-04-29,INTSHIP,Issue for Material Requisition,28905,Material Requisition,-33,115,0.02,4000,8000
2025-04-29,INTSHIP,Issue for Material Requisition,28921,Material Requisition,-60,55,0.01,4000,8000
2025-05-02,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,120,147,0.02,4000,8000
2025-05-02,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,21,168,0.03,4000,8000
2025-05-03,INTSHIP,Issue for Material Requisition,28942,Material Requisition,-28,27,0,4000,8000
2025-05-03,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,211.2,379.2,0.06,4000,8000
2025-05-04,INTSHIP,Issue for Material Requisition,28974,Material Requisition,-27,0,0,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,75,75,0.01,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,120,195,0.03,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,189,384,0.06,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,1200,1584,0.27,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,60,1644,0.28,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,1050,2694,0.45,4000,8000
2025-05-31,ARRIVAL,Receipt of Purchase Order,10917,Purchase Order,21,2715,0.46,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29251,Material Requisition,-72,2643,0.44,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29282,Material Requisition,-69,2571,0.43,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29282,Material Requisition,-3,2640,0.44,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29320,Material Requisition,-48,2523,0.42,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29354,Material Requisition,-3,2520,0.42,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29354,Material Requisition,-69,2451,0.41,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29378,Material Requisition,-72,2379,0.4,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29398,Material Requisition,-48,2331,0.39,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29398,Material Requisition,-27,2304,0.39,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29410,Material Requisition,-60,2244,0.38,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29495,Material Requisition,-60,2184,0.37,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29557,Material Requisition,-60,2124,0.36,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29536,Material Requisition,-60,2064,0.35,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29595,Material Requisition,-60,2004,0.34,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29607,Material Requisition,-72,1932,0.33,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29625,Material Requisition,-75,1857,0.31,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29673,Material Requisition,-65,1792,0.3,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29707,Material Requisition,-72,1720,0.29,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29732,Material Requisition,-48,1672,0.28,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29760,Material Requisition,-65,1607,0.27,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29783,Material Requisition,-75,1532,0.26,4000,8000
2025-05-31,INTSHIP,Issue for Material Requisition,29784,Material Requisition,-65,1467,0.25,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29821,Material Requisition,-36,1431,0.24,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29814,Material Requisition,-65,1366,0.23,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29422,Material Requisition,-21,1345,0.23,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29422,Material Requisition,-12,1333,0.22,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29510,Material Requisition,-21,1300,0.22,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29510,Material Requisition,-12,1321,0.22,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29647,Material Requisition,-33,1267,0.21,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29409,Material Requisition,-33,1234,0.21,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29467,Material Requisition,-33,1201,0.2,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29544,Material Requisition,-33,1168,0.2,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29580,Material Requisition,-33,1135,0.19,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29689,Material Requisition,-33,1102,0.19,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29620,Material Requisition,-33,1069,0.18,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29575,Material Requisition,-33,1036,0.17,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,28782,Material Requisition,-36,1000,0.17,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29355,Material Requisition,-36,964,0.16,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29292,Material Requisition,-36,928,0.16,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29136,Material Requisition,-36,892,0.15,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29789,Material Requisition,-36,856,0.14,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29193,Material Requisition,-36,820,0.14,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29809,Material Requisition,-36,784,0.13,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29171,Material Requisition,-36,748,0.13,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29384,Material Requisition,-36,712,0.12,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29335,Material Requisition,-36,676,0.11,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29736,Material Requisition,-36,640,0.11,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29750,Material Requisition,-40,600,0.1,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29260,Material Requisition,-36,564,0.09,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29728,Material Requisition,-40,524,0.09,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29759,Material Requisition,-36,488,0.08,4000,8000
2025-06-01,INTSHIP,Issue for Material Requisition,29169,Material Requisition,-48,440,0.07,4000,8000
2025-06-02,INTSHIP,Issue for Material Requisition,29860,Material Requisition,-64.8,375.2,0.06,4000,8000
2025-06-03,INTSHIP,Issue for Material Requisition,29894,Material Requisition,-36,339.2,0.06,4000,8000
2025-06-03,INTSHIP,Issue for Material Requisition,29890,Material Requisition,-64.8,274.4,0.05,4000,8000
2025-06-03,INTSHIP,Issue for Material Requisition,29869,Material Requisition,-36,238.4,0.04,4000,8000
2025-06-07,INTSHIP,Issue for Material Requisition,29922,Material Requisition,-36,202.4,0.03,4000,8000
2025-06-07,INTSHIP,Issue for Material Requisition,29932,Material Requisition,-36,166.4,0.03,4000,8000
2025-06-07,INTSHIP,Issue for Material Requisition,29943,Material Requisition,-43.2,123.2,0.02,4000,8000
2025-06-07,INTSHIP,Issue for Material Requisition,29920,Material Requisition,-64.8,58.4,0.01,4000,8000
2025-06-07,INTSHIP,Issue for Material Requisition,29962,Material Requisition,-33.4,25,0,4000,8000
2025-06-10,INTSHIP,Issue for Material Requisition,29971,Material Requisition,-25,0,0,4000,8000
2025-07-03,ARRIVAL,Receipt of Purchase Order,11740,Purchase Order,324,324,0.05,4000,8000
2025-07-03,ARRIVAL,Receipt of Purchase Order,11740,Purchase Order,2948,3272,0.55,4000,8000
2025-07-07,INTSHIP,Issue for Material Requisition,30389,Material Requisition,-64.8,3207.2,0.54,4000,8000
2025-07-07,INTSHIP,Issue for Material Requisition,30432,Material Requisition,-54,3153.2,0.53,4000,8000
2025-07-07,INTSHIP,Issue for Material Requisition,30449,Material Requisition,-64.8,3088.4,0.52,4000,8000
2025-07-07,INTSHIP,Issue for Material Requisition,30461,Material Requisition,-54,3034.4,0.51,4000,8000
2025-07-07,INTSHIP,Issue for Material Requisition,30475,Material Requisition,-32.4,3002,0.51,4000,8000
2025-07-07,ARRIVAL,Receipt of Purchase Order,11740,Purchase Order,1512,4514,0.76,4000,8000
2025-07-07,ARRIVAL,Receipt of Purchase Order,11740,Purchase Order,216,4730,0.8,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30419,Material Requisition,-33,4697,0.79,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30378,Material Requisition,-33,4664,0.78,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30458,Material Requisition,-33,4631,0.78,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30231,Material Requisition,-24,4607,0.78,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30340,Material Requisition,-12,4595,0.77,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30212,Material Requisition,-24,4571,0.77,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30018,Material Requisition,-9,4562,0.77,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30018,Material Requisition,-24,4538,0.76,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30161,Material Requisition,-24,4514,0.76,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30123,Material Requisition,-33,4481,0.75,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30235,Material Requisition,-24,4457,0.75,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30218,Material Requisition,-24,4433,0.75,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30221,Material Requisition,-24,4409,0.74,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,29936,Material Requisition,-36,4373,0.74,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30047,Material Requisition,-33,4340,0.73,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30202,Material Requisition,-24,4316,0.73,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30294,Material Requisition,-24,4292,0.72,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30307,Material Requisition,-36,4256,0.72,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30193,Material Requisition,-24,4232,0.71,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30469,Material Requisition,-33,4199,0.71,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30125,Material Requisition,-33,4166,0.7,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30251,Material Requisition,-24,4142,0.7,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30091,Material Requisition,-33,4109,0.69,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30441,Material Requisition,-33,4076,0.69,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30059,Material Requisition,-33,4043,0.68,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30289,Material Requisition,-24,4019,0.68,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30481,Material Requisition,-33,3986,0.67,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30223,Material Requisition,-24,3962,0.67,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30198,Material Requisition,-24,3938,0.66,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30485,Material Requisition,-54,3884,0.65,4000,8000
2025-07-08,INTSHIP,Issue for Material Requisition,30500,Material Requisition,-33,3851,0.65,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30546,Material Requisition,-64.8,3786.2,0.64,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30529,Material Requisition,-10.8,3775.4,0.64,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30160,Material Requisition,-60,3715.4,0.63,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30188,Material Requisition,-60,3655.4,0.61,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30354,Material Requisition,-70,3585.4,0.6,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30195,Material Requisition,-60,3525.4,0.59,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30204,Material Requisition,-50,3475.4,0.58,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,28999,Material Requisition,-189,3286.4,0.55,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30263,Material Requisition,-50,3236.4,0.54,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,29985,Material Requisition,-50,3186.4,0.54,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30277,Material Requisition,-50,3136.4,0.53,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30052,Material Requisition,-140,2996.4,0.5,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30108,Material Requisition,-50,2946.4,0.5,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30324,Material Requisition,-49,2897.4,0.49,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,29419,Material Requisition,-60,2837.4,0.48,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30085,Material Requisition,-72,2765.4,0.47,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30287,Material Requisition,-48,2717.4,0.46,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,29572,Material Requisition,-12,2705.4,0.46,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30030,Material Requisition,-72,2633.4,0.44,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30017,Material Requisition,-12,2621.4,0.44,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,29460,Material Requisition,-12,2609.4,0.44,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30290,Material Requisition,-42,2567.4,0.43,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30135,Material Requisition,-60,2507.4,0.42,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30506,Material Requisition,-54,2453.4,0.41,4000,8000
2025-07-09,INTSHIP,Issue for Material Requisition,30524,Material Requisition,-33,2420.4,0.41,4000,8000
2025-07-12,ARRIVAL,Receipt of Purchase Order,11805,Purchase Order,2052,4472.4,0.75,4000,8000
2025-07-12,INTSHIP,Issue for Material Requisition,30586,Material Requisition,-36,4436.4,0.75,4000,8000
2025-07-12,INTSHIP,Issue for Material Requisition,30616,Material Requisition,-36,4400.4,0.74,4000,8000
2025-07-12,INTSHIP,Issue for Material Requisition,30624,Material Requisition,-36,4364.4,0.73,4000,8000
2025-07-12,ARRIVAL,Receipt of Purchase Order,11805,Purchase Order,2268,6632.4,1.12,4000,8000
2025-07-13,INTSHIP,Issue for Material Requisition,30603,Material Requisition,-64.8,6567.6,1.1,4000,8000
2025-07-13,INTSHIP,Issue for Material Requisition,30618,Material Requisition,-60,6507.6,1.09,4000,8000
2025-07-14,INTSHIP,Issue for Material Requisition,30660,Material Requisition,-12,6495.6,1.09,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30699,Material Requisition,-54,6441.6,1.08,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30698,Material Requisition,-10.8,6430.8,1.08,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30686,Material Requisition,-72,6358.8,1.07,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30674,Material Requisition,-70,6288.8,1.06,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30700,Material Requisition,-24,6264.8,1.05,4000,8000
2025-07-15,INTSHIP,Issue for Material Requisition,30710,Material Requisition,-24,6240.8,1.05,4000,8000
2025-07-16,INTSHIP,Issue for Material Requisition,30708,Material Requisition,-64.8,6176,1.04,4000,8000
2025-07-16,INTSHIP,Issue for Material Requisition,30708,Material Requisition,-0.2,6175.8,1.04,4000,8000
2025-07-16,INTSHIP,Issue for Material Requisition,30732,Material Requisition,-36,6139.8,1.03,4000,8000
2025-07-17,INTSHIP,Issue for Material Requisition,30745,Material Requisition,-64.8,6075,1.02,4000,8000
2025-07-17,INTSHIP,Issue for Material Requisition,30749,Material Requisition,-36,6039,1.02,4000,8000
2025-07-17,INTSHIP,Issue for Material Requisition,30758,Material Requisition,-64.8,5974.2,1.01,4000,8000
2025-07-17,INTSHIP,Issue for Material Requisition,30758,Material Requisition,-0.2,5974,1.01,4000,8000
2025-07-18,INTSHIP,Issue for Material Requisition,30778,Material Requisition,-65,5909,0.99,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30765,Material Requisition,-24,5885,0.99,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30783,Material Requisition,-33,5852,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30461,Material Requisition,-6,5846,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30529,Material Requisition,-1.2,5844.8,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30618,Material Requisition,-2,5842.8,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30485,Material Requisition,-6,5836.8,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30699,Material Requisition,-8,5828.8,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,29971,Material Requisition,-11,5817.8,0.98,4000,8000
2025-07-19,INTSHIP,Issue for Material Requisition,30794,Material Requisition,-24,5793.8,0.97,4000,8000
2025-07-20,INTSHIP,Issue for Material Requisition,30788,Material Requisition,-64.8,5729,0.96,4000,8000
2025-07-21,INTSHIP,Issue for Material Requisition,30810,Material Requisition,-64.8,5664.2,0.95,4000,8000
2025-07-21,INTSHIP,Issue for Material Requisition,30827,Material Requisition,-24,5640.2,0.95,4000,8000
2025-07-21,INTSHIP,Issue for Material Requisition,30840,Material Requisition,-54,5586.2,0.94,4000,8000
2025-07-22,INTSHIP,Issue for Material Requisition,30852,Material Requisition,-33,5553.2,0.93,4000,8000
2025-07-22,INTSHIP,Issue for Material Requisition,30856,Material Requisition,-355.5,5197.7,0.87,4000,8000
2025-07-22,INTSHIP,Issue for Material Requisition,30861,Material Requisition,-25.7,5172,0.87,4000,8000
2025-07-23,INTSHIP,Issue for Material Requisition,30870,Material Requisition,-24,5148,0.87,4000,8000
2025-07-23,INTSHIP,Issue for Material Requisition,30882,Material Requisition,-60,5088,0.86,4000,8000
2025-07-24,INTSHIP,Issue for Material Requisition,30893,Material Requisition,-33,5055,0.85,4000,8000
2025-07-24,INTSHIP,Issue for Material Requisition,30900,Material Requisition,-60,4995,0.84,4000,8000
2025-07-24,INTSHIP,Issue for Material Requisition,30899,Material Requisition,-10,4985,0.84,4000,8000
2025-07-24,INTSHIP,Issue for Material Requisition,30906,Material Requisition,-33,4952,0.83,4000,8000
2025-07-25,INTSHIP,Issue for Material Requisition,30904,Material Requisition,-60,4892,0.82,4000,8000
2025-07-26,INTSHIP,Issue for Material Requisition,30921,Material Requisition,-60,4832,0.81,4000,8000
2025-07-27,INTSHIP,Issue for Material Requisition,30949,Material Requisition,-7.5,4824.5,0.81,4000,8000
2025-07-27,INTSHIP,Issue for Material Requisition,30933,Material Requisition,-24,4800.5,0.81,4000,8000
2025-07-27,INTSHIP,Issue for Material Requisition,30918,Material Requisition,-33,4767.5,0.8,4000,8000
2025-07-27,INTSHIP,Issue for Material Requisition,30925,Material Requisition,-2.5,4765,0.8,4000,8000
2025-07-28,INTSHIP,Issue for Material Requisition,30966,Material Requisition,-36,4729,0.8,4000,8000
2025-07-28,INTSHIP,Issue for Material Requisition,30995,Material Requisition,-33,4696,0.79,4000,8000
2025-07-28,INTSHIP,Issue for Material Requisition,30943,Material Requisition,-60,4636,0.78,4000,8000
2025-07-29,INTSHIP,Issue for Material Requisition,30978,Material Requisition,-10.8,4585.2,0.77,4000,8000
2025-07-29,INTSHIP,Issue for Material Requisition,30978,Material Requisition,-40,4596,0.77,4000,8000
2025-07-29,INTSHIP,Issue for Material Requisition,31022,Material Requisition,-36,4549.2,0.77,4000,8000
2025-07-30,INTSHIP,Issue for Material Requisition,31004,Material Requisition,-64.8,4484.4,0.75,4000,8000
2025-07-30,INTSHIP,Issue for Material Requisition,31049,Material Requisition,-36,4448.4,0.75,4000,8000
2025-07-31,INTSHIP,Issue for Material Requisition,31034,Material Requisition,-64.8,4383.6,0.74,4000,8000
2025-07-31,INTSHIP,Issue for Material Requisition,31058,Material Requisition,-64.8,4318.8,0.73,4000,8000
2025-07-31,INTSHIP,Issue for Material Requisition,31065,Material Requisition,-36,4282.8,0.72,4000,8000
2025-08-01,INTSHIP,Issue for Material Requisition,31073,Material Requisition,-54,4228.8,0.71,4000,8000
2025-08-02,INTSHIP,Issue for Material Requisition,31088,Material Requisition,-32.4,4196.4,0.71,4000,8000
2025-08-02,INTSHIP,Issue for Material Requisition,31080,Material Requisition,-36,4160.4,0.7,4000,8000
2025-08-03,INTSHIP,Issue for Material Requisition,31092,Material Requisition,-24,4136.4,0.7,4000,8000
2025-08-04,INTSHIP,Issue for Material Requisition,31105,Material Requisition,-32.4,4104,0.69,4000,8000
2025-08-04,INTSHIP,Issue for Material Requisition,31125,Material Requisition,-32.4,4071.6,0.68,4000,8000
2025-08-05,INTSHIP,Issue for Material Requisition,31133,Material Requisition,-24,4047.6,0.68,4000,8000
2025-08-05,INTSHIP,Issue for Material Requisition,31115,Material Requisition,-36,4011.6,0.67,4000,8000
2025-08-05,INTSHIP,Issue for Material Requisition,31132,Material Requisition,-43.2,3968.4,0.67,4000,8000
2025-08-06,INTSHIP,Issue for Material Requisition,31155,Material Requisition,-36,3932.4,0.66,4000,8000
2025-08-06,INTSHIP,Issue for Material Requisition,31179,Material Requisition,-10.8,3921.6,0.66,4000,8000
2025-08-06,INTSHIP,Issue for Material Requisition,31183,Material Requisition,-24,3885.6,0.65,4000,8000
2025-08-06,INTSHIP,Issue for Material Requisition,31183,Material Requisition,-12,3909.6,0.66,4000,8000
2025-08-07,INTSHIP,Issue for Material Requisition,31170,Material Requisition,-43.2,3842.4,0.65,4000,8000
2025-08-08,INTSHIP,Issue for Material Requisition,31193,Material Requisition,-43.2,3799.2,0.64,4000,8000
2025-08-08,INTSHIP,Issue for Material Requisition,31208,Material Requisition,-36,3763.2,0.63,4000,8000
2025-08-08,INTSHIP,Issue for Material Requisition,31207,Material Requisition,-43.2,3720,0.63,4000,8000
2025-08-08,INTSHIP,Issue for Material Requisition,31221,Material Requisition,-33,3687,0.62,4000,8000
2025-08-09,INTSHIP,Issue for Material Requisition,31243,Material Requisition,-30,3657,0.62,4000,8000
2025-08-10,INTSHIP,Issue for Material Requisition,31225,Material Requisition,-43.2,3613.8,0.61,4000,8000
2025-08-10,INTSHIP,Issue for Material Requisition,31286,Material Requisition,-33,3580.8,0.6,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,31317,Material Requisition,-30,3550.8,0.6,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,31252,Material Requisition,-54,3496.8,0.59,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,31248,Material Requisition,-12,3484.8,0.59,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,31294,Material Requisition,-60,3424.8,0.58,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,30978,Material Requisition,-7.5,3417.3,0.57,4000,8000
2025-08-12,INTSHIP,Issue for Material Requisition,30861,Material Requisition,-39.3,3378,0.57,4000,8000
2025-08-13,INTSHIP,Issue for Material Requisition,31364,Material Requisition,-30,3348,0.56,4000,8000
